From	Entry	Protein names	Gene Names	Organism	Length
Q8VDD5	Q8VDD5	"Myosin-9 (Cellular myosin heavy chain, type A) (Myosin heavy chain 9) (Myosin heavy chain, non-muscle IIa) (Non-muscle myosin heavy chain A) (NMMHC-A) (Non-muscle myosin heavy chain IIa) (NMMHC II-a) (NMMHC-IIA)"	Myh9	Mus musculus (Mouse)	1960
A2AMH5	A2AMH5	Choline transporter-like protein	Slc44a1	Mus musculus (Mouse)	656
Q8CGB3-3	Q8CGB3	Uveal autoantigen with coiled-coil domains and ankyrin repeats (Nuclear membrane-binding protein) (Nucling)	Uaca Kiaa1561	Mus musculus (Mouse)	1411
Q9Z2D8	Q9Z2D8	Methyl-CpG-binding domain protein 3 (Methyl-CpG-binding protein MBD3)	Mbd3	Mus musculus (Mouse)	285
Q3TGW2	Q3TGW2	Endonuclease/exonuclease/phosphatase family domain-containing protein 1	Eepd1 Kiaa1706	Mus musculus (Mouse)	569
Q3TML0	Q3TML0	Protein disulfide-isomerase A6 (EC 5.3.4.1)	Pdia6	Mus musculus (Mouse)	445
Q8CGY8	Q8CGY8	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit (EC 2.4.1.255) (O-GlcNAc transferase subunit p110) (O-linked N-acetylglucosamine transferase 110 kDa subunit) (OGT)	Ogt	Mus musculus (Mouse)	1046
Q9DCA2	Q9DCA2	"28S ribosomal protein S11, mitochondrial (MRP-S11) (S11mt)"	Mrps11	Mus musculus (Mouse)	191
Q91ZV0	Q91ZV0	Melanoma inhibitory activity protein 2 (CTAGE family member 5 ER export factor)	Mia2 Ctage5	Mus musculus (Mouse)	1396
P33435	P33435	Collagenase 3 (EC 3.4.24.-) (Matrix metalloproteinase-13) (MMP-13)	Mmp13	Mus musculus (Mouse)	472
Q8BL66	Q8BL66	Early endosome antigen 1	Eea1	Mus musculus (Mouse)	1411
Q6A051	Q6A051	Attractin-like protein 1	Atrnl1 Alp Atrnl Kiaa0534	Mus musculus (Mouse)	1378
P70227	P70227	"Inositol 1,4,5-trisphosphate receptor type 3 (IP3 receptor isoform 3) (IP3R 3) (InsP3R3) (Type 3 inositol 1,4,5-trisphosphate receptor) (Type 3 InsP3 receptor)"	Itpr3	Mus musculus (Mouse)	2670
P03975	P03975	IgE-binding protein	Iap	Mus musculus (Mouse)	557
Q9DBZ9	Q9DBZ9	Rho GTPase-activating protein SYDE1 (Synapse defective protein 1 homolog 1) (Protein syd-1 homolog 1)	Syde1	Mus musculus (Mouse)	737
P54751	P54751	"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1 (Alpha 2,3-ST 1) (Beta-galactoside alpha-2,3-sialyltransferase 1) (EC 2.4.99.4) (Gal-NAc6S) (Gal-beta-1,3-GalNAc-alpha-2,3-sialyltransferase) (Monosialoganglioside sialyltransferase) (EC 2.4.99.2) (ST3Gal I) (ST3GalI) (ST3GalA.1) (ST3O) (Sialyltransferase 4A) (SIAT4-A)"	St3gal1 Siat4 Siat4a	Mus musculus (Mouse)	337
Q9WVA3	Q9WVA3	Mitotic checkpoint protein BUB3 (WD repeat type I transmembrane protein A72.5)	Bub3	Mus musculus (Mouse)	326
Q6ZPR5-4	Q6ZPR5	Sphingomyelin phosphodiesterase 4 (EC 3.1.4.12) (Neutral sphingomyelinase 3) (nSMase-3) (nSMase3) (Neutral sphingomyelinase III)	Smpd4 Kiaa1418	Mus musculus (Mouse)	823
Q91ZN5	Q91ZN5	Adenosine 3'-phospho 5'-phosphosulfate transporter 1 (PAPS transporter 1) (Solute carrier family 35 member B2)	Slc35b2 J207 Papst1	Mus musculus (Mouse)	431
Q8C4X2	Q8C4X2	Casein kinase I isoform gamma-3 (CKI-gamma 3) (EC 2.7.11.1)	Csnk1g3	Mus musculus (Mouse)	424
O70493	O70493	Sorting nexin-12 (SDP8 protein)	Snx12	Mus musculus (Mouse)	165
Q8K1M3	Q8K1M3	"Protein kinase, cAMP dependent regulatory, type II alpha (cAMP-dependent protein kinase type II-alpha regulatory chain) (cAMP-dependent protein kinase type II-alpha regulatory subunit)"	Prkar2a	Mus musculus (Mouse)	402
Q9CQ65	Q9CQ65	S-methyl-5'-thioadenosine phosphorylase (EC 2.4.2.28) (5'-methylthioadenosine phosphorylase) (MTA phosphorylase) (MTAP) (MTAPase)	Mtap	Mus musculus (Mouse)	283
Q6ZWV3	Q6ZWV3	60S ribosomal protein L10 (Protein QM homolog) (Ribosomal protein L10)	Rpl10 Qm	Mus musculus (Mouse)	214
Q9D9L5	Q9D9L5	Actin-related protein T2 (ARP-T2) (Actin-related protein M2)	Actrt2 Arpm2	Mus musculus (Mouse)	377
Q921E2	Q921E2	Ras-related protein Rab-31	Rab31	Mus musculus (Mouse)	194
Q8BGT5	Q8BGT5	Alanine aminotransferase 2 (ALT2) (EC 2.6.1.2) (Glutamate pyruvate transaminase 2) (GPT 2) (Glutamic--alanine transaminase 2) (Glutamic--pyruvic transaminase 2)	Gpt2 Aat2	Mus musculus (Mouse)	522
Q61609	Q61609	Sodium-dependent phosphate transporter 1 (Gibbon ape leukemia virus receptor 1) (GLVR-1) (Leukemia virus receptor 1 homolog) (Phosphate transporter 1) (PiT-1) (Solute carrier family 20 member 1)	Slc20a1 Glvr1 Pit1	Mus musculus (Mouse)	681
Q9EQK5	Q9EQK5	Major vault protein (MVP)	Mvp	Mus musculus (Mouse)	861
P97432	P97432	Next to BRCA1 gene 1 protein (Membrane component chromosome 17 surface marker 2 homolog) (Neighbor of BRCA1 gene 1 protein)	Nbr1 M17s2	Mus musculus (Mouse)	988
Q6PNC0	Q6PNC0	DmX-like protein 1 (X-like 1 protein)	Dmxl1	Mus musculus (Mouse)	3013
Q6ZWQ9	Q6ZWQ9	"Myosin, light chain 12A, regulatory, non-sarcomeric (Predicted gene, 49909)"	Myl12a 2900073G15Rik Gm49909 Myl12b	Mus musculus (Mouse)	172
Q63ZW7	Q63ZW7	InaD-like protein (Inadl protein) (Channel-interacting PDZ domain-containing protein) (Pals1-associated tight junction protein) (Protein associated to tight junctions)	Patj Cipp Inadl	Mus musculus (Mouse)	1834
P49817	P49817	Caveolin-1	Cav1 Cav	Mus musculus (Mouse)	178
Q9CQR4	Q9CQR4	Acyl-coenzyme A thioesterase 13 (Acyl-CoA thioesterase 13) (EC 3.1.2.-) (Hotdog-fold thioesterase superfamily member 2) (Palmitoyl-CoA hydrolase) (EC 3.1.2.2) (Thioesterase superfamily member 2) (THEM2)	Acot13 Them2	Mus musculus (Mouse)	140
Q9R1J0	Q9R1J0	"Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating (EC 1.1.1.170)"	Nsdhl	Mus musculus (Mouse)	362
P27601	P27601	Guanine nucleotide-binding protein subunit alpha-13 (G alpha-13) (G-protein subunit alpha-13)	Gna13 Gna-13	Mus musculus (Mouse)	377
Q8BIW9	Q8BIW9	Chromosome transmission fidelity protein 18 homolog	Chtf18 Ctf18	Mus musculus (Mouse)	969
Q9CQV4	Q9CQV4	Reticulophagy regulator 3	Retreg3 Fam134c	Mus musculus (Mouse)	466
Q8R079	Q8R079	Bifunctional apoptosis regulator	Bfar	Mus musculus (Mouse)	450
A2ALU4	A2ALU4	Protein Shroom2 (Protein Apxl)	Shroom2 Apxl	Mus musculus (Mouse)	1481
A0A0R4J117	A0A0R4J117	Immunoglobulin superfamily member 8	Igsf8	Mus musculus (Mouse)	611
P97785	P97785	GDNF family receptor alpha-1 (GDNF receptor alpha-1) (GDNFR-alpha-1) (GFR-alpha-1) (TGF-beta-related neurotrophic factor receptor 1)	Gfra1 Gdnfra Trnr1	Mus musculus (Mouse)	468
Q6PDG5	Q6PDG5	SWI/SNF complex subunit SMARCC2 (BRG1-associated factor 170) (BAF170) (SWI/SNF complex 170 kDa subunit) (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily C member 2)	Smarcc2 Baf170	Mus musculus (Mouse)	1213
B2RRE7	B2RRE7	OTU domain-containing protein 4 (EC 3.4.19.12)	Otud4 Kiaa1046	Mus musculus (Mouse)	1107
Q8VDM4	Q8VDM4	26S proteasome non-ATPase regulatory subunit 2 (26S proteasome regulatory subunit RPN1) (26S proteasome regulatory subunit S2) (26S proteasome subunit p97)	Psmd2	Mus musculus (Mouse)	908
P48962	P48962	"ADP/ATP translocase 1 (ADP,ATP carrier protein 1) (ADP,ATP carrier protein, heart/skeletal muscle isoform T1) (Adenine nucleotide translocator 1) (ANT 1) (Solute carrier family 25 member 4)"	Slc25a4 Aac1 Anc1 Ant1	Mus musculus (Mouse)	298
Q6ZWZ4	Q6ZWZ4	60S ribosomal protein L36	Rpl36	Mus musculus (Mouse)	105
P46061	P46061	Ran GTPase-activating protein 1 (RanGAP1)	Rangap1 Fug1	Mus musculus (Mouse)	589
P63024	P63024	Vesicle-associated membrane protein 3 (VAMP-3) (Cellubrevin) (CEB) (Synaptobrevin-3)	Vamp3 Syb3	Mus musculus (Mouse)	103
P35288	P35288	Ras-related protein Rab-23 (Protein open brain) (Rab-15)	Rab23 Opb	Mus musculus (Mouse)	237
P97479	P97479	Unconventional myosin-VIIa	Myo7a Myo7	Mus musculus (Mouse)	2215
Q91X86	Q91X86	Transmembrane protein 98	Tmem98	Mus musculus (Mouse)	226
Q6IFZ8	Q6IFZ8	Predicted gene 5414 (Type II keratin Kb14)	Gm5414 EG406223	Mus musculus (Mouse)	552
Q9DCN2	Q9DCN2	NADH-cytochrome b5 reductase 3 (B5R) (Cytochrome b5 reductase) (EC 1.6.2.2) (Diaphorase-1) [Cleaved into: NADH-cytochrome b5 reductase 3 membrane-bound form; NADH-cytochrome b5 reductase 3 soluble form]	Cyb5r3 Dia1	Mus musculus (Mouse)	301
Q9DC70	Q9DC70	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial (EC 7.1.1.2) (Complex I-20kD) (CI-20kD) (NADH-ubiquinone oxidoreductase 20 kDa subunit)"	Ndufs7	Mus musculus (Mouse)	224
P16330	P16330	"2',3'-cyclic-nucleotide 3'-phosphodiesterase (CNP) (CNPase) (EC 3.1.4.37)"	Cnp Cnp1	Mus musculus (Mouse)	420
Q9D8T7	Q9D8T7	"SRA stem-loop-interacting RNA-binding protein, mitochondrial"	Slirp	Mus musculus (Mouse)	112
Q91Z67	Q91Z67	SLIT-ROBO Rho GTPase-activating protein 2 (srGAP2) (Formin-binding protein 2) (Formin-binding protein 27) (FBP-27)	Srgap2 Fbp27 Fnbp2	Mus musculus (Mouse)	1071
A0A286YCX6	A0A286YCX6	Trafficking protein particle complex 8	Trappc8	Mus musculus (Mouse)	1437
Q9DD20	Q9DD20	Thiol S-methyltransferase METTL7B (Methyltransferase-like protein 7B) (EC 2.1.1.9)	Mettl7b	Mus musculus (Mouse)	244
Q9CZW4	Q9CZW4	Fatty acid CoA ligase Acsl3 (Arachidonate--CoA ligase) (EC 6.2.1.15) (Long-chain acyl-CoA synthetase 3) (LACS 3) (Long-chain-fatty-acid--CoA ligase 3) (EC 6.2.1.3) (Medium-chain acyl-CoA ligase Acsl3) (EC 6.2.1.2)	Acsl3 Acs3 Facl3	Mus musculus (Mouse)	720
Q6A009	Q6A009	E3 ubiquitin-protein ligase listerin (EC 2.3.2.27) (RING finger protein 160) (RING-type E3 ubiquitin transferase listerin) (Zinc finger protein 294) (Zfp-294)	Ltn1 Kiaa0714 Lister Rnf160 Zfp294 Znf294	Mus musculus (Mouse)	1767
Q9DBY8	Q9DBY8	Nuclear valosin-containing protein-like (NVLp) (Nuclear VCP-like protein)	Nvl	Mus musculus (Mouse)	855
Q9JMH9-6	Q9JMH9	Unconventional myosin-XVIIIa (Molecule associated with JAK3 N-terminus) (MAJN) (Myosin containing a PDZ domain) (Surfactant protein receptor SP-R210) (SP-R210)	Myo18a Myspdz	Mus musculus (Mouse)	2050
Q8VE38	Q8VE38	Oxidoreductase NAD-binding domain-containing protein 1 (EC 1.-.-.-)	Oxnad1	Mus musculus (Mouse)	311
Q6PGG6	Q6PGG6	Guanine nucleotide-binding protein-like 3-like protein	Gnl3l	Mus musculus (Mouse)	577
A2ADA5	A2ADA5	tRNA pseudouridine synthase-like 1 (EC 5.4.99.-) (tRNA pseudouridylate synthase-like 1) (tRNA-uridine isomerase-like 1)	Pusl1	Mus musculus (Mouse)	291
O35464	O35464	Semaphorin-6A (Semaphorin Q) (Sema Q) (Semaphorin VIA) (Sema VIA) (Semaphorin-6A-1) (SEMA6A-1)	Sema6a Semaq	Mus musculus (Mouse)	1031
E9QMC1	E9QMC1	Cingulin	Cgn	Mus musculus (Mouse)	1191
P63085	P63085	Mitogen-activated protein kinase 1 (MAP kinase 1) (MAPK 1) (EC 2.7.11.24) (ERT1) (Extracellular signal-regulated kinase 2) (ERK-2) (MAP kinase isoform p42) (p42-MAPK) (Mitogen-activated protein kinase 2) (MAP kinase 2) (MAPK 2)	Mapk1 Erk2 Mapk Prkm1	Mus musculus (Mouse)	358
E9PUQ7	E9PUQ7	tRNA (uracil(54)-C(5))-methyltransferase (EC 2.1.1.35)	Trmt2a	Mus musculus (Mouse)	613
Q9D8V0-4	Q9D8V0	Minor histocompatibility antigen H13 (EC 3.4.23.-) (Presenilin-like protein 3) (Signal peptide peptidase)	Hm13 H13 Psl3	Mus musculus (Mouse)	378
Q9D5T0	Q9D5T0	Outer mitochondrial transmembrane helix translocase (EC 7.4.2.-) (ATPase family AAA domain-containing protein 1) (Thorase)	Atad1	Mus musculus (Mouse)	361
Q91W59	Q91W59	"RNA-binding motif, single-stranded-interacting protein 1 (Single-stranded DNA-binding protein MSSP-1)"	Rbms1 Mssp Mssp1	Mus musculus (Mouse)	403
P45591	P45591	"Cofilin-2 (Cofilin, muscle isoform)"	Cfl2	Mus musculus (Mouse)	166
Q9ER64	Q9ER64	Oxysterol-binding protein-related protein 5 (ORP-5) (OSBP-related protein 5) (Oxysterol-binding protein homolog 1)	Osbpl5 Obph1 Osbp2	Mus musculus (Mouse)	874
Q9CQ56	Q9CQ56	Vesicle transport protein USE1 (Protein D12) (USE1-like protein)	Use1 Use1l	Mus musculus (Mouse)	270
Q80ZD3	Q80ZD3	Sodium-independent sulfate anion transporter (Solute carrier family 26 member 11)	Slc26a11	Mus musculus (Mouse)	593
Q91WJ8	Q91WJ8	Far upstream element-binding protein 1 (FBP) (FUSE-binding protein 1)	Fubp1 D3Ertd330e	Mus musculus (Mouse)	651
O08810	O08810	"116 kDa U5 small nuclear ribonucleoprotein component (Elongation factor Tu GTP-binding domain-containing protein 2) (U5 snRNP-specific protein, 116 kDa) (U5-116 kDa)"	Eftud2 Snrp116	Mus musculus (Mouse)	971
B2RQG2	B2RQG2	PHD finger protein 3	Phf3	Mus musculus (Mouse)	2025
Q6A068	Q6A068	Cell division cycle 5-like protein (Cdc5-like protein)	Cdc5l Kiaa0432	Mus musculus (Mouse)	802
Q6ZQL4	Q6ZQL4	WD repeat-containing protein 43	Wdr43 Kiaa0007	Mus musculus (Mouse)	677
O89050	O89050	Muskelin	Mkln1	Mus musculus (Mouse)	735
Q9Z1P4	Q9Z1P4	Leucine-rich repeat-containing G-protein coupled receptor 5 (G-protein coupled receptor 49) (Orphan G-protein coupled receptor FEX)	Lgr5 Fex Gpr49	Mus musculus (Mouse)	907
Q6XLQ8	Q6XLQ8	Calumenin	Calu	Mus musculus (Mouse)	315
Q9JIP6	Q9JIP6	Frizzled-2 (Fz-2) (mFz2) (Frizzled-10) (Fz-10) (mFz10)	Fzd2 Fzd10	Mus musculus (Mouse)	570
P62889	P62889	60S ribosomal protein L30	Rpl30	Mus musculus (Mouse)	115
Q9CQU5	Q9CQU5	ZW10 interactor (ZW10-interacting protein 1) (Zwint-1)	Zwint D10Ertd749e	Mus musculus (Mouse)	252
O55047	O55047	Serine/threonine-protein kinase tousled-like 2 (EC 2.7.11.1) (PKU-alpha) (Tousled-like kinase 2)	Tlk2 Tlk	Mus musculus (Mouse)	718
Q99KI0	Q99KI0	"Aconitate hydratase, mitochondrial (Aconitase) (EC 4.2.1.3) (Citrate hydro-lyase)"	Aco2	Mus musculus (Mouse)	780
Q9CXE7	Q9CXE7	Transmembrane emp24 domain-containing protein 5 (p24 family protein gamma-2) (p24gamma2)	Tmed5	Mus musculus (Mouse)	229
Q9JI39	Q9JI39	"ATP-binding cassette sub-family B member 10, mitochondrial (ABC-mitochondrial erythroid protein) (ABC-me protein) (ATP-binding cassette transporter 10) (ABC transporter 10 protein)"	Abcb10	Mus musculus (Mouse)	715
Q91YM2	Q91YM2	Rho GTPase-activating protein 35 (Glucocorticoid receptor DNA-binding factor 1)	Arhgap35 Grlf1 Kiaa1722 P190A p190ARHOGAP	Mus musculus (Mouse)	1499
Q8R4U7	Q8R4U7	Leucine zipper protein 1 (Leucine zipper motif-containing protein)	Luzp1 Luzp	Mus musculus (Mouse)	1068
Q8R0G7	Q8R0G7	Protein spinster homolog 1	Spns1	Mus musculus (Mouse)	528
O54951	O54951	Semaphorin-6B (Semaphorin VIB) (Sema VIB) (Semaphorin-N) (Sema N)	Sema6b Seman	Mus musculus (Mouse)	886
P49312	P49312	"Heterogeneous nuclear ribonucleoprotein A1 (hnRNP A1) (HDP-1) (Helix-destabilizing protein) (Single-strand-binding protein) (Topoisomerase-inhibitor suppressed) (hnRNP core protein A1) [Cleaved into: Heterogeneous nuclear ribonucleoprotein A1, N-terminally processed]"	Hnrnpa1 Fli-2 Hnrpa1 Tis	Mus musculus (Mouse)	320
P63328	P63328	Protein phosphatase 3 catalytic subunit alpha (EC 3.1.3.16) (CAM-PRP catalytic subunit) (Calcineurin A alpha) (Calmodulin-dependent calcineurin A subunit alpha isoform) (CNA alpha) (Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform)	Ppp3ca Calna	Mus musculus (Mouse)	521
E9PW74	E9PW74	GTPase IMAP family member GIMD1 (GIMAP family P-loop NTPase domain-containing protein 1)	Gimd1 Gm5549	Mus musculus (Mouse)	217
Q61656	Q61656	Probable ATP-dependent RNA helicase DDX5 (EC 3.6.4.13) (DEAD box RNA helicase DEAD1) (mDEAD1) (DEAD box protein 5) (RNA helicase p68)	Ddx5 Tnz2	Mus musculus (Mouse)	614
Q8K013	Q8K013	GTP-binding protein 10	Gtpbp10	Mus musculus (Mouse)	366
Q8CDJ8	Q8CDJ8	Stonin-1 (Stoned B-like factor)	Ston1 Salf Sblf Stn1	Mus musculus (Mouse)	730
Q8R323	Q8R323	Replication factor C subunit 3 (Activator 1 38 kDa subunit) (A1 38 kDa subunit) (Activator 1 subunit 3) (Replication factor C 38 kDa subunit) (RF-C 38 kDa subunit) (RFC38)	Rfc3	Mus musculus (Mouse)	356
P46978	P46978	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3A (Oligosaccharyl transferase subunit STT3A) (STT3-A) (EC 2.4.99.18) (B5) (Integral membrane protein 1)	Stt3a Itm1	Mus musculus (Mouse)	705
Q7TPH6	Q7TPH6	E3 ubiquitin-protein ligase MYCBP2 (EC 2.3.2.33) (Myc-binding protein 2) (Pam/highwire/rpm-1 protein) (Protein Magellan) (Protein associated with Myc)	Mycbp2 Pam Phr1	Mus musculus (Mouse)	4749
Q80ZD9	Q80ZD9	Amphoterin-induced protein 2 (AMIGO-2) (Alivin-1)	Amigo2 Ali1	Mus musculus (Mouse)	519
Q6ZQ93	Q6ZQ93	Ubiquitin carboxyl-terminal hydrolase 34 (EC 3.4.19.12) (Deubiquitinating enzyme 34) (Ubiquitin thioesterase 34) (Ubiquitin-specific-processing protease 34)	Usp34 Kiaa0570 Murr2	Mus musculus (Mouse)	3582
Q91YQ5	Q91YQ5	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 (Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 67 kDa subunit) (Ribophorin I) (RPN-I) (Ribophorin-1)	Rpn1	Mus musculus (Mouse)	608
Q61846	Q61846	Maternal embryonic leucine zipper kinase (EC 2.7.11.1) (Protein kinase PK38) (mPK38) (Tyrosine-protein kinase MELK) (EC 2.7.10.2)	Melk Kiaa0175 Pk38	Mus musculus (Mouse)	643
Q6R0H7	Q6R0H7	Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas (Adenylate cyclase-stimulating G alpha protein) (Extra large alphas protein) (XLalphas)	Gnas Gnas1	Mus musculus (Mouse)	1133
Q9CPY7	Q9CPY7	Cytosol aminopeptidase (EC 3.4.11.1) (Cysteinylglycine-S-conjugate dipeptidase) (EC 3.4.13.23) (Leucine aminopeptidase 3) (LAP-3) (Leucyl aminopeptidase) (Peptidase S) (Proline aminopeptidase) (EC 3.4.11.5) (Prolyl aminopeptidase)	Lap3 Lapep	Mus musculus (Mouse)	519
P27046	P27046	"Alpha-mannosidase 2 (EC 3.2.1.114) (Golgi alpha-mannosidase II) (AMan II) (Man II) (Mannosidase alpha class 2A member 1) (Mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase)"	Man2a1 Mana2	Mus musculus (Mouse)	1150
O08852	O08852	Polycystin-1 (Autosomal dominant polycystic kidney disease 1 protein homolog)	Pkd1	Mus musculus (Mouse)	4293
Q922I7	Q922I7	Polypyrimidine tract-binding protein 1	Ptbp1	Mus musculus (Mouse)	555
Q922B9	Q922B9	Protein ITPRID2 (ITPR-interacting domain-containing protein 2) (Ki-ras-induced actin-interacting protein) (Sperm-specific antigen 2 homolog)	Itprid2 Kiaa1927 Krap Ssfa2	Mus musculus (Mouse)	1252
Q60932-2	Q60932	Voltage-dependent anion-selective channel protein 1 (VDAC-1) (mVDAC1) (Outer mitochondrial membrane protein porin 1) (Plasmalemmal porin) (Voltage-dependent anion-selective channel protein 5) (VDAC-5) (mVDAC5)	Vdac1 Vdac5	Mus musculus (Mouse)	296
Q9WV70	Q9WV70	Nucleolar complex protein 2 homolog (Protein NOC2 homolog) (NOC2-like protein) (Novel INHAT repressor)	Noc2l Nir	Mus musculus (Mouse)	747
P59017	P59017	Bcl-2-like protein 13 (Bcl2-L-13) (Bcl-rambo) (Protein Mil1)	Bcl2l13 Mil1	Mus musculus (Mouse)	434
Q9QZS3	Q9QZS3	Protein numb homolog (m-Nb) (m-Numb)	Numb	Mus musculus (Mouse)	653
Q91YK2	Q91YK2	Ribosomal RNA processing protein 1 homolog B (RRP1-like protein B)	Rrp1b	Mus musculus (Mouse)	724
Q9CR57	Q9CR57	60S ribosomal protein L14	Rpl14	Mus musculus (Mouse)	217
Q3U9G9	Q3U9G9	Delta(14)-sterol reductase LBR (Delta-14-SR) (EC 1.3.1.70) (3-beta-hydroxysterol Delta (14)-reductase) (C-14 sterol reductase) (C14SR) (Integral nuclear envelope inner membrane protein) (Lamin-B receptor) (Sterol C14-reductase)	Lbr	Mus musculus (Mouse)	626
Q66JT1	Q66JT1	Volume-regulated anion channel subunit LRRC8E (Leucine-rich repeat-containing protein 8E)	Lrrc8e	Mus musculus (Mouse)	795
P97801	P97801	Survival motor neuron protein	Smn1 Smn	Mus musculus (Mouse)	288
Q9R059	Q9R059	Four and a half LIM domains protein 3 (FHL-3) (Skeletal muscle LIM-protein 2) (SLIM-2)	Fhl3	Mus musculus (Mouse)	289
Q9CR47	Q9CR47	Ribosome biogenesis protein NSA2 homolog (L-name-related protein 42) (LNR42) (TGF-beta-inducible nuclear protein 1)	Nsa2 Tinp1	Mus musculus (Mouse)	260
A2AL50	A2AL50	Alkylglycerone-phosphate synthase (Alkyl-DHAP synthase) (EC 2.5.1.26)	Agps	Mus musculus (Mouse)	671
Q8R464	Q8R464	Cell adhesion molecule 4 (Immunoglobulin superfamily member 4C) (IgSF4C) (Nectin-like protein 4) (NECL-4) (TSLC1-like protein 2)	Cadm4 Igsf4c Necl4 Tsll2	Mus musculus (Mouse)	388
A2A8Z1	A2A8Z1	Oxysterol-binding protein-related protein 9 (ORP-9) (OSBP-related protein 9)	Osbpl9 Orp9	Mus musculus (Mouse)	736
E9QA63	E9QA63	Microtubule-actin cross-linking factor 1	Macf1	Mus musculus (Mouse)	7351
Q8VHZ7	Q8VHZ7	U3 small nucleolar ribonucleoprotein protein IMP4 (U3 snoRNP protein IMP4)	Imp4 D1Wsu40e	Mus musculus (Mouse)	291
Q9JLQ0	Q9JLQ0	CD2-associated protein (Mesenchyme-to-epithelium transition protein with SH3 domains 1) (METS-1)	Cd2ap Mets1	Mus musculus (Mouse)	637
H3BIZ7	H3BIZ7	FERM domain-containing protein 4A	Frmd4a	Mus musculus (Mouse)	1035
Q3V0J1-3	Q3V0J1	Transmembrane protein 237 (Amyotrophic lateral sclerosis 2 chromosomal region candidate gene 4 protein homolog)	Tmem237 Als2cr4	Mus musculus (Mouse)	427
O70378	O70378	ER membrane protein complex subunit 8 (Neighbor of COX4)	Emc8 Cox4al Cox4nb Noc4	Mus musculus (Mouse)	207
P69566	P69566	Ran-binding protein 9 (RanBP9) (B-cell antigen receptor Ig beta-associated protein 1) (IBAP-1) (Ran-binding protein M) (RanBPM)	Ranbp9 Ranbpm	Mus musculus (Mouse)	653
A0A0R4J065	A0A0R4J065	Cysteine protease (EC 3.4.22.-)	Atg4b	Mus musculus (Mouse)	393
Q9Z329	Q9Z329	"Inositol 1,4,5-trisphosphate receptor type 2 (IP3 receptor isoform 2) (IP3R 2) (InsP3R2) (Inositol 1,4,5-trisphosphate type V receptor) (Type 2 inositol 1,4,5-trisphosphate receptor) (Type 2 InsP3 receptor)"	Itpr2 Itpr5	Mus musculus (Mouse)	2701
Q6IRU2	Q6IRU2	Tropomyosin alpha-4 chain (Tropomyosin-4)	Tpm4	Mus musculus (Mouse)	248
P35821	P35821	Tyrosine-protein phosphatase non-receptor type 1 (EC 3.1.3.48) (Protein-tyrosine phosphatase 1B) (PTP-1B) (Protein-tyrosine phosphatase HA2) (PTP-HA2)	Ptpn1	Mus musculus (Mouse)	432
B9EJ86	B9EJ86	Oxysterol-binding protein-related protein 8 (ORP-8) (OSBP-related protein 8)	Osbpl8 Kiaa1451 Orp8	Mus musculus (Mouse)	889
Q8VI78	Q8VI78	Phospholipase A1 member A (EC 3.1.1.111) (Phosphatidylserine-specific phospholipase A1) (PS-PLA1)	Pla1a Pspla1	Mus musculus (Mouse)	456
Q8CG50	Q8CG50	Ras-related protein Rab-43	Rab43	Mus musculus (Mouse)	210
Q9Z1X4-3	Q9Z1X4	Interleukin enhancer-binding factor 3	Ilf3	Mus musculus (Mouse)	898
Q3B7Z2	Q3B7Z2	Oxysterol-binding protein 1	Osbp Kiaa4220	Mus musculus (Mouse)	805
Q99KV1	Q99KV1	DnaJ homolog subfamily B member 11 (APOBEC1-binding protein 2) (ABBP-2) (ER-associated DNAJ) (ER-associated Hsp40 co-chaperone) (Endoplasmic reticulum DNA J domain-containing protein 3) (ER-resident protein ERdj3) (ERdj3) (ERj3p)	Dnajb11	Mus musculus (Mouse)	358
O54825	O54825	Bystin	Bysl	Mus musculus (Mouse)	436
Q925I1	Q925I1	ATPase family AAA domain-containing protein 3 (AAA-ATPase TOB3)	Atad3 Atad3a Kiaa1273	Mus musculus (Mouse)	591
Q60710	Q60710	Deoxynucleoside triphosphate triphosphohydrolase SAMHD1 (dNTPase) (EC 3.1.5.-) (Interferon-gamma-inducible protein Mg11) (SAM domain and HD domain-containing protein 1) (mSAMHD1)	Samhd1 Mg21	Mus musculus (Mouse)	658
O08529	O08529	Calpain-2 catalytic subunit (EC 3.4.22.53) (80 kDa M-calpain subunit) (CALP80) (Calcium-activated neutral proteinase 2) (CANP 2) (Calpain M-type) (Calpain-2 large subunit) (Millimolar-calpain) (M-calpain)	Capn2	Mus musculus (Mouse)	700
