Entry	Add	Entry name	Status	Protein names	Gene names	Organism	Length
B2RXX6	1	B2RXX6_MOUSE	unreviewed	Spna2 protein	Sptan1 Spna2	Mus musculus (Mouse)	2477
F7D1R5	1	F7D1R5_MOUSE	unreviewed	Phospholipase A-2-activating protein (Fragment)	Plaa	Mus musculus (Mouse)	214
A0A1W2P871	1	A0A1W2P871_MOUSE	unreviewed	T-complex protein 1 subunit beta (CCT-beta) (Fragment)	Cct2	Mus musculus (Mouse)	64
A2AUK8	1	A2AUK8_MOUSE	unreviewed	Band 4.1-like protein 1	Epb41l1 Epb4.1l1	Mus musculus (Mouse)	867
A0A087WQV4	1	A0A087WQV4_MOUSE	unreviewed	Maturin	Mturn	Mus musculus (Mouse)	148
E9QAI0	1	E9QAI0_MOUSE	unreviewed	PCNA-interacting partner (PARP-1 binding protein) (PARP1-binding protein) (Fragment)	Parpbp 4930547N16Rik	Mus musculus (Mouse)	202
G3UZW8	1	G3UZW8_MOUSE	unreviewed	Proteasome subunit beta (Fragment)	Psmb8	Mus musculus (Mouse)	256
Q3TUX3	1	Q3TUX3_MOUSE	unreviewed	Proteasome subunit alpha type	Psma5	Mus musculus (Mouse)	241
Q3U1S0	1	Q3U1S0_MOUSE	unreviewed	Importin N-terminal domain-containing protein	Tnpo2	Mus musculus (Mouse)	897
E0CXJ9	1	E0CXJ9_MOUSE	unreviewed	KIF-binding protein (Fragment)	Kifbp 2510003E04Rik Kif1bp	Mus musculus (Mouse)	142
E0CXH4	1	E0CXH4_MOUSE	unreviewed	Carboxymethylenebutenolidase homolog (Fragment)	Cmbl	Mus musculus (Mouse)	174
Q3TII0	1	Q3TII0_MOUSE	unreviewed	T-complex protein 1 subunit delta	Cct4	Mus musculus (Mouse)	539
Q3TJ64	1	Q3TJ64_MOUSE	unreviewed	Uncharacterized protein	Abi1	Mus musculus (Mouse)	476
A0A0R4J107	1	A0A0R4J107_MOUSE	unreviewed	Acylamino-acid-releasing enzyme (EC 3.4.19.1) (Acyl-peptide hydrolase) (Acylaminoacyl-peptidase) (Fragment)	Apeh	Mus musculus (Mouse)	716
Q3TPH3	1	Q3TPH3_MOUSE	unreviewed	DUSP domain-containing protein	Usp15	Mus musculus (Mouse)	257
Q3TXH1	1	Q3TXH1_MOUSE	unreviewed	Uncharacterized protein (Fragment)	Trp53inp2	Mus musculus (Mouse)	150
Q6A0D9	1	Q6A0D9_MOUSE	unreviewed	Glucosamine-6-phosphate isomerase (EC 3.5.99.6) (Glucosamine-6-phosphate deaminase) (Fragment)	Gnpda1 mKIAA0060	Mus musculus (Mouse)	274
D3Z4K5	1	D3Z4K5_MOUSE	unreviewed	Macrophage-capping protein (Actin regulatory protein CAP-G) (Fragment)	Capg	Mus musculus (Mouse)	104
D3Z5V0	1	D3Z5V0_MOUSE	unreviewed	Dapper homolog 1	Dact1	Mus musculus (Mouse)	815
Q8C094	1	Q8C094_MOUSE	unreviewed	Stress-activated protein kinase JNK (EC 2.7.11.24) (Fragment)	Mapk9	Mus musculus (Mouse)	323
Q284W0	1	Q284W0_MOUSE	unreviewed	FABB proteome-like protein	Mks1	Mus musculus (Mouse)	561
Q91XA6	1	Q91XA6_MOUSE	unreviewed	Putative tRNA (cytidine(32)/guanosine(34)-2'-O)-methyltransferase (EC 2.1.1.205) (2'-O-ribose RNA methyltransferase TRM7 homolog) (Protein ftsJ homolog 1)	Ftsj1 FTSJ1	Mus musculus (Mouse)	308
A0A0G2JG69	1	A0A0G2JG69_MOUSE	unreviewed	Stress-activated protein kinase JNK (EC 2.7.11.24)	Mapk10	Mus musculus (Mouse)	178
Q3TUA1	1	Q3TUA1_MOUSE	unreviewed	Heterogeneous nuclear ribonucleoprotein K	Hnrnpk Hnrpk	Mus musculus (Mouse)	463
Q8BWN0	1	Q8BWN0_MOUSE	unreviewed	14_3_3 domain-containing protein		Mus musculus (Mouse)	117
Q3Y5K5	1	Q3Y5K5_MOUSE	unreviewed	PTTG2	Pttg2	Mus musculus (Mouse)	191
Q8BKM7	1	Q8BKM7_MOUSE	unreviewed	Uncharacterized protein (Fragment)	Erc2 D14Ertd171e	Mus musculus (Mouse)	270
Q8C0C6	1	Q8C0C6_MOUSE	unreviewed	Uncharacterized protein (Fragment)	Akap9	Mus musculus (Mouse)	318
A0A1G5SJE9	1	A0A1G5SJE9_MOUSE	unreviewed	"NLR family, pyrin domain containing 1A, PWK/PhJ strain specific"	OTTMUSPWKG00059389	Mus musculus (Mouse)	1182
Q9DCR1	1	Q9DCR1_MOUSE	unreviewed	Uncharacterized protein (Fragment)	Tubb4b Tubb2c Tubb2c1	Mus musculus (Mouse)	299
H3BKH9	1	H3BKH9_MOUSE	unreviewed	Rho guanine nucleotide exchange factor 2 (Guanine nucleotide exchange factor H1)	Arhgef2	Mus musculus (Mouse)	983
F6XWD4	1	F6XWD4_MOUSE	unreviewed	Protein phosphatase 1 regulatory subunit 12C (Fragment)	Ppp1r12c	Mus musculus (Mouse)	704
A0A0A0MQD1	1	A0A0A0MQD1_MOUSE	unreviewed	Tudor domain-containing protein 7	Tdrd7	Mus musculus (Mouse)	1119
D6RGM3	1	D6RGM3_MOUSE	unreviewed	Echinoderm microtubule-associated protein-like 2	Eml2	Mus musculus (Mouse)	427
A0A0R4J1E9	1	A0A0R4J1E9_MOUSE	unreviewed	Hypoxia-inducible factor 1-alpha	Hif1a	Mus musculus (Mouse)	810
Q9Z1D2	1	Q9Z1D2_MOUSE	unreviewed	Breast cancer type 1 susceptibility protein homolog (EC 2.3.2.27)	Brca1 BRCA1	Mus musculus (Mouse)	1812
Q9D1R6	1	Q9D1R6_MOUSE	unreviewed	Uncharacterized protein	Tpm2	Mus musculus (Mouse)	284
Q3UK83	1	Q3UK83_MOUSE	unreviewed	Heterogeneous nuclear ribonucleoprotein A1 (Helix-destabilizing protein) (hnRNP core protein A1)	Hnrnpa1 Hnrpa1	Mus musculus (Mouse)	373
A0A0N4SUI8	1	A0A0N4SUI8_MOUSE	unreviewed	T-complex protein 1 subunit eta (TCP-1-eta) (CCT-eta) (Fragment)	Cct7	Mus musculus (Mouse)	79
A0A494B9Q6	1	A0A494B9Q6_MOUSE	unreviewed	Alpha-crystallin A chain	Cryaa	Mus musculus (Mouse)	202
E9PVQ3	1	E9PVQ3_MOUSE	unreviewed	SPATS2-like protein	Spats2l	Mus musculus (Mouse)	578
H3BJA6	1	H3BJA6_MOUSE	unreviewed	"Protein phosphatase 1, regulatory subunit 9A (Fragment)"	Ppp1r9a	Mus musculus (Mouse)	232
A0A2I3BRV3	1	A0A2I3BRV3_MOUSE	unreviewed	Importin-4 (Fragment)	Ipo4	Mus musculus (Mouse)	188
D3YVB2	1	D3YVB2_MOUSE	unreviewed	Leucine-rich repeat-containing protein 51	Lrrc51	Mus musculus (Mouse)	176
Q199A7	1	Q199A7_MOUSE	unreviewed	Truncated Wilms' tumor protein	Wt1	Mus musculus (Mouse)	305
Q3TAW4	1	Q3TAW4_MOUSE	unreviewed	Protein transport protein SEC23	Sec23b	Mus musculus (Mouse)	767
Q8R0G4	1	Q8R0G4_MOUSE	unreviewed	Ifi44 protein (Fragment)	Ifi44	Mus musculus (Mouse)	115
Q7TMH8	1	Q7TMH8_MOUSE	unreviewed	Pcnt protein (Fragment)	Pcnt Pcnt2	Mus musculus (Mouse)	363
Q3UDH4	1	Q3UDH4_MOUSE	unreviewed	Uncharacterized protein (Fragment)	Sec24b	Mus musculus (Mouse)	1023
A0A1G5SJ70	1	A0A1G5SJ70_MOUSE	unreviewed	"NLR family, pyrin domain containing 1B, CAST/EiJ specific, allele 2, isoform 1"	OTTMUSCASG00059420	Mus musculus (Mouse)	1172
Q8CD97	1	Q8CD97_MOUSE	unreviewed	Signal transducer and activator of transcription (Fragment)	Stat2	Mus musculus (Mouse)	671
Q62363	1	Q62363_MOUSE	unreviewed	"Beta-tubulin gene M-beta-2, 3' end (Fragment)"	Tubb2a Tubb2	Mus musculus (Mouse)	100
Q9QYY3	1	Q9QYY3_MOUSE	unreviewed	Ribosome assembly factor mrt4 (Fragment)	mg684	Mus musculus (Mouse)	207
Q3TVK4	1	Q3TVK4_MOUSE	unreviewed	F-actin-capping protein subunit beta	Capzb	Mus musculus (Mouse)	272
F6ZAJ8	1	F6ZAJ8_MOUSE	unreviewed	"N-alpha-acetyltransferase 35, NatC auxiliary subunit (Protein MAK10 homolog) (Fragment)"	Naa35	Mus musculus (Mouse)	147
Q80W81	1	Q80W81_MOUSE	unreviewed	Stress-activated protein kinase JNK (EC 2.7.11.24)	Mapk10 JNK3B1	Mus musculus (Mouse)	422
A1L0V6	1	A1L0V6_MOUSE	unreviewed	RNA helicase (EC 3.6.4.13) (Fragment)	Ddx58	Mus musculus (Mouse)	924
D3Z1R4	1	D3Z1R4_MOUSE	unreviewed	Leucine-rich repeat-containing protein 14 (Fragment)	Lrrc14	Mus musculus (Mouse)	166
D3Z4J9	1	D3Z4J9_MOUSE	unreviewed	Echinoderm microtubule-associated protein-like 1	Eml1	Mus musculus (Mouse)	800
E0CYE2	1	E0CYE2_MOUSE	unreviewed	Inosine-5'-monophosphate dehydrogenase (IMP dehydrogenase) (IMPD) (IMPDH) (EC 1.1.1.205)	Impdh1 IMPDH	Mus musculus (Mouse)	489
A2AVV5	1	A2AVV5_MOUSE	unreviewed	Calpain-3 (EC 3.4.22.54)	Capn3	Mus musculus (Mouse)	737
F6VA44	1	F6VA44_MOUSE	unreviewed	Inositol oxygenase (EC 1.13.99.1) (Myo-inositol oxygenase) (Fragment)	Miox	Mus musculus (Mouse)	64
Q91Y52	1	Q91Y52_MOUSE	unreviewed	Signal transducer and activator of transcription 1 (Fragment)	Stat1	Mus musculus (Mouse)	374
Q3TW11	1	Q3TW11_MOUSE	unreviewed	Signal transducer and activator of transcription	Stat1	Mus musculus (Mouse)	749
D0VYV7	1	D0VYV7_MOUSE	unreviewed	Erythrocyte protein band 4.1-like 3 isoform C	Epb41l3 Epb4.1l3	Mus musculus (Mouse)	812
Q3TCX4	1	Q3TCX4_MOUSE	unreviewed	C2H2-type domain-containing protein	Zfp622	Mus musculus (Mouse)	310
Q3TA29	1	Q3TA29_MOUSE	unreviewed	Uncharacterized protein	Trim34a Gm15134 Trim34 Trim34-1 Trim34b	Mus musculus (Mouse)	485
Q52KH2	1	Q52KH2_MOUSE	unreviewed	Septin-5 (Fragment)	Septin5 Gp1bb Sept5	Mus musculus (Mouse)	268
Q3UDG9	1	Q3UDG9_MOUSE	unreviewed	Myeloid differentiation primary response protein MyD88 (Fragment)	Myd88	Mus musculus (Mouse)	284
A0A1L1SR19	1	A0A1L1SR19_MOUSE	unreviewed	Intraflagellar transport protein 46 homolog (Fragment)	Ift46	Mus musculus (Mouse)	188
Q3V3N6	1	Q3V3N6_MOUSE	unreviewed	COP9 signalosome complex subunit 2	Cops2	Mus musculus (Mouse)	450
Q1JPR8	1	Q1JPR8_MOUSE	unreviewed	Tubulin polymerization-promoting protein family member 3 (Fragment)	Tppp3	Mus musculus (Mouse)	156
E9PW69	1	E9PW69_MOUSE	unreviewed	Proteasome subunit alpha type (Fragment)	Psma4	Mus musculus (Mouse)	210
A0A068WAZ7	1	A0A068WAZ7_MOUSE	unreviewed	Protein 4.1 (Band 4.1) (Erythrocyte membrane protein band 4.1) (Fragment)	Epb41 Epb4.1	Mus musculus (Mouse)	615
F8SLQ5	1	F8SLQ5_MOUSE	unreviewed	Peroxisomal biogenesis factor 5-like protein transcript variant 11	Pex5l	Mus musculus (Mouse)	590
G3X8U9	1	G3X8U9_MOUSE	unreviewed	Stress-activated protein kinase JNK (EC 2.7.11.24)	Mapk8	Mus musculus (Mouse)	427
Q3TET0	1	Q3TET0_MOUSE	unreviewed	T-complex protein 1 subunit eta (TCP-1-eta) (CCT-eta)	Cct7	Mus musculus (Mouse)	544
A0A2X0TVQ3	1	A0A2X0TVQ3_MOUSE	unreviewed	ARAP3 (Fragment)	ARAP3	Mus musculus (Mouse)	1538
A2AQ45	1	A2AQ45_MOUSE	unreviewed	Formin-binding protein 1	Fnbp1	Mus musculus (Mouse)	591
A0A0U1RQ20	1	A0A0U1RQ20_MOUSE	unreviewed	Apoptosis-associated speck-like protein-containing a CARD (Fragment)	Pycard	Mus musculus (Mouse)	151
A0A140LIQ6	1	A0A140LIQ6_MOUSE	unreviewed	Transforming acidic coiled-coil-containing protein 2 (Fragment)	Tacc2	Mus musculus (Mouse)	829
A0A571BE77	1	A0A571BE77_MOUSE	unreviewed	A-kinase anchor protein 9 (Fragment)	Akap9	Mus musculus (Mouse)	282
Q6GQV8	1	Q6GQV8_MOUSE	unreviewed	Cytospin-A	Specc1l Cytsa	Mus musculus (Mouse)	1028
A0A2R8VKR1	1	A0A2R8VKR1_MOUSE	unreviewed	Spermatogenesis-associated serine-rich protein 2 (Fragment)	Spats2	Mus musculus (Mouse)	40
Q8C439	1	Q8C439_MOUSE	unreviewed	Aldo_ket_red domain-containing protein	Kcnab3	Mus musculus (Mouse)	404
E9Q6K7	1	E9Q6K7_MOUSE	unreviewed	"N-alpha-acetyltransferase 35, NatC auxiliary subunit (Protein MAK10 homolog) (Fragment)"	Naa35	Mus musculus (Mouse)	236
Q3TJJ5	1	Q3TJJ5_MOUSE	unreviewed	Protein kinase C (EC 2.7.11.13)	Prkci	Mus musculus (Mouse)	586
Q3UMM1	1	Q3UMM1_MOUSE	unreviewed	Tubulin beta chain	Tubb6	Mus musculus (Mouse)	447
S4R2K9	1	S4R2K9_MOUSE	unreviewed	Ankyrin-3 (Fragment)	Ank3	Mus musculus (Mouse)	2622
Q7TPD9	1	Q7TPD9_MOUSE	unreviewed	Actin-related protein 2/3 complex subunit 4	Arpc4	Mus musculus (Mouse)	168
E9PUW7	1	E9PUW7_MOUSE	unreviewed	Exportin-7	Xpo7	Mus musculus (Mouse)	1088
Q3UVY8	1	Q3UVY8_MOUSE	unreviewed	Eukaryotic translation initiation factor 3 subunit F (eIF3f) (Eukaryotic translation initiation factor 3 subunit 5) (eIF-3-epsilon) (eIF3 p47)	Eif3f EIF3F EIF3S5	Mus musculus (Mouse)	361
D3Z3W4	1	D3Z3W4_MOUSE	unreviewed	Gametogenetin-binding protein 1	Ggnbp1	Mus musculus (Mouse)	262
A2RRJ4	1	A2RRJ4_MOUSE	unreviewed	Exportin 5	Xpo5	Mus musculus (Mouse)	1204
Q6KAM6	1	Q6KAM6_MOUSE	unreviewed	MFLJ00369 protein (Fragment)	Arhgef1 mFLJ00369	Mus musculus (Mouse)	939
A0A0R4J0T5	1	A0A0R4J0T5_MOUSE	unreviewed	CUGBP Elav-like family member 1	Celf1	Mus musculus (Mouse)	487
A0A2R8W6V9	1	A0A2R8W6V9_MOUSE	unreviewed	Neuronal-specific septin-3	Septin3 Sept3	Mus musculus (Mouse)	341
Q6PDM6	1	Q6PDM6_MOUSE	unreviewed	Mcf.2 transforming sequence-like	Mcf2l	Mus musculus (Mouse)	1166
Q8BZZ0	1	Q8BZZ0_MOUSE	unreviewed	Gamma-tubulin complex component	Tubgcp2	Mus musculus (Mouse)	676
Q3U5Q4	1	Q3U5Q4_MOUSE	unreviewed	Signal transducer and activator of transcription	Stat3	Mus musculus (Mouse)	770
Q3U2Q0	1	Q3U2Q0_MOUSE	unreviewed	Protein transport protein SEC23	Sec23b	Mus musculus (Mouse)	295
Q6AXD3	1	Q6AXD3_MOUSE	unreviewed	Abi1 protein	Abi1	Mus musculus (Mouse)	450
Q5D098	1	Q5D098_MOUSE	unreviewed	Proteasome subunit beta (Fragment)	Psmb7	Mus musculus (Mouse)	276
A0A1S6GWI6	1	A0A1S6GWI6_MOUSE	unreviewed	Ribosomal RNA-processing protein 40	Exosc3	Mus musculus (Mouse)	279
A0A0G2JFV9	1	A0A0G2JFV9_MOUSE	unreviewed	Exosome complex component RRP45 (Fragment)	Exosc9	Mus musculus (Mouse)	132
Q3TPI3	1	Q3TPI3_MOUSE	unreviewed	Uncharacterized protein (Fragment)	Trim2	Mus musculus (Mouse)	744
Q5BKS2	1	Q5BKS2_MOUSE	unreviewed	Protein-serine/threonine phosphatase (EC 3.1.3.16)	Ppm1b	Mus musculus (Mouse)	476
B1ATU4	1	B1ATU4_MOUSE	unreviewed	COP9 signalosome complex subunit 1	Gps1	Mus musculus (Mouse)	490
Q8C6X9	1	Q8C6X9_MOUSE	unreviewed	TNF receptor-associated factor (EC 2.3.2.27)	Traf2	Mus musculus (Mouse)	501
A0A2R3XZC4	1	A0A2R3XZC4_MOUSE	unreviewed	Stimulator of interferon genes protein (Transmembrane protein 173)	Sting1 STING Tmem173	Mus musculus (Mouse)	378
A0A0N4SUZ7	1	A0A0N4SUZ7_MOUSE	unreviewed	Catenin alpha-2 (Alpha N-catenin) (Fragment)	Ctnna2	Mus musculus (Mouse)	243
A0A0J9YUN4	1	A0A0J9YUN4_MOUSE	unreviewed	Dynamin GTPase (EC 3.6.5.5)	Dnm1	Mus musculus (Mouse)	864
D3Z710	1	D3Z710_MOUSE	unreviewed	Kinesin light chain	Klc3	Mus musculus (Mouse)	505
Q2PHE9	1	Q2PHE9_MOUSE	unreviewed	RasGRP3	Rasgrp3	Mus musculus (Mouse)	691
E9Q586	1	E9Q586_MOUSE	unreviewed	Dynactin subunit 1	Dctn1	Mus musculus (Mouse)	1239
Q3UQK5	1	Q3UQK5_MOUSE	unreviewed	Uncharacterized protein (Fragment)	Axin2	Mus musculus (Mouse)	793
Q9D033	1	Q9D033_MOUSE	unreviewed	Yae1_N domain-containing protein	Yae1d1 1600012F09Rik	Mus musculus (Mouse)	216
A0A0G2JDN4	1	A0A0G2JDN4_MOUSE	unreviewed	Nucleoside diphosphate-linked moiety X motif 6 (Nudix motif 6) (EC 3.6.1.-) (Fragment)	Nudt6	Mus musculus (Mouse)	153
H8ZX91	1	H8ZX91_MOUSE	unreviewed	Sex-determining region Y protein (Testis-determining factor) (Fragment)	Sry	Mus musculus (Mouse)	233
A0A494BB41	1	A0A494BB41_MOUSE	unreviewed	Gametogenetin-binding protein 1 (Fragment)	Ggnbp1	Mus musculus (Mouse)	134
D3YXF2	1	D3YXF2_MOUSE	unreviewed	Putative monooxygenase p33MONOX (Fragment)	4833439L19Rik	Mus musculus (Mouse)	133
D3YZ03	1	D3YZ03_MOUSE	unreviewed	RING-type E3 ubiquitin transferase (EC 2.3.2.27) (Fragment)	Ttc3	Mus musculus (Mouse)	469
A0A494BBG2	1	A0A494BBG2_MOUSE	unreviewed	MAPK-regulated corepressor-interacting protein 2	Mcrip2	Mus musculus (Mouse)	145
Q3TNS9	1	Q3TNS9_MOUSE	unreviewed	Spindle and centriole-associated protein 1 (Coiled-coil domain-containing protein 52) (Fragment)	Spice1 Ccdc52 D16Ertd480e	Mus musculus (Mouse)	246
E0CXC2	1	E0CXC2_MOUSE	unreviewed	E3 ubiquitin-protein ligase RNF8 (EC 2.3.2.27) (RING finger protein 8) (RING-type E3 ubiquitin transferase RNF8)	Gm28043 RNF8 Rnf8	Mus musculus (Mouse)	719
A2AIM5	1	A2AIM5_MOUSE	unreviewed	Tropomyosin beta chain (Fragment)	Tpm2	Mus musculus (Mouse)	105
A0A494B9D7	1	A0A494B9D7_MOUSE	unreviewed	N-alpha-acetyltransferase 40 (EC 2.3.1.257)	Naa40	Mus musculus (Mouse)	191
Q8C9T0	1	Q8C9T0_MOUSE	unreviewed	CCR4-NOT transcription complex subunit 11 (Fragment)	Cnot11 D1Bwg0212e	Mus musculus (Mouse)	292
Q8BXE4	1	Q8BXE4_MOUSE	unreviewed	Leucine-rich repeat-containing protein 14	Lrrc14	Mus musculus (Mouse)	214
V9GXH3	1	V9GXH3_MOUSE	unreviewed	ELKS/Rab6-interacting/CAST family member 1	Erc1	Mus musculus (Mouse)	992
Q4U108	1	Q4U108_MOUSE	unreviewed	NF-kB2 splice variant 1	Nfkb2	Mus musculus (Mouse)	776
A0A140LJB7	1	A0A140LJB7_MOUSE	unreviewed	COP9 signalosome complex subunit 1	Gps1	Mus musculus (Mouse)	486
Q792Y0	1	Q792Y0_MOUSE	unreviewed	Polyadenylate-binding protein (PABP)		Mus musculus (Mouse)	603
Q3TKK8	1	Q3TKK8_MOUSE	unreviewed	Calponin-homology (CH) domain-containing protein	Hook2	Mus musculus (Mouse)	715
A0A0A0MQE5	1	A0A0A0MQE5_MOUSE	unreviewed	Calmodulin-regulated spectrin-associated protein 1	Camsap1	Mus musculus (Mouse)	1582
Q62272	1	Q62272_MOUSE	unreviewed	Sex-determining region Y protein (Testis-determining factor) (Fragment)	Sry	Mus musculus (Mouse)	143
Q99JZ9	1	Q99JZ9_MOUSE	unreviewed	Signal recognition particle 54 kDa protein	Srp54c SRP54	Mus musculus (Mouse)	500
Q8BTF0	1	Q8BTF0_MOUSE	unreviewed	Coatomer subunit alpha	Copa	Mus musculus (Mouse)	1224
Q6GU23	1	Q6GU23_MOUSE	unreviewed	Signal transducer and activator of transcription	Stat3	Mus musculus (Mouse)	722
Q9D3C4	1	Q9D3C4_MOUSE	unreviewed	Actin-related protein 2/3 complex subunit 4	Arpc4	Mus musculus (Mouse)	168
E9Q9X1	1	E9Q9X1_MOUSE	unreviewed	Dystonin	Dst	Mus musculus (Mouse)	7406
A0A0R4J049	1	A0A0R4J049_MOUSE	unreviewed	Protein arginine N-methyltransferase 5 (EC 2.1.1.-)	Prmt5	Mus musculus (Mouse)	637
B7ZCN0	1	B7ZCN0_MOUSE	unreviewed	Phospholipase A2 (EC 3.1.1.4)	Gm28042	Mus musculus (Mouse)	892
Q3UAS7	1	Q3UAS7_MOUSE	unreviewed	Glutathione reductase (EC 1.8.1.7) (Fragment)	Gsr	Mus musculus (Mouse)	482
G5E839	1	G5E839_MOUSE	unreviewed	T-complex protein 1 subunit delta	Cct4	Mus musculus (Mouse)	509
Q3TDA3	1	Q3TDA3_MOUSE	unreviewed	Tubulin delta chain (Delta-tubulin)	Tubd1	Mus musculus (Mouse)	455
Q4G0C1	1	Q4G0C1_MOUSE	unreviewed	Signal transducer and activator of transcription	Stat4	Mus musculus (Mouse)	748
Q3U2E5	1	Q3U2E5_MOUSE	unreviewed	Inhibitor of nuclear factor kappa-B kinase subunit alpha (EC 2.7.11.10) (Nuclear factor NF-kappa-B inhibitor kinase alpha)	Chuk	Mus musculus (Mouse)	745
A0A068BIT8	1	A0A068BIT8_MOUSE	unreviewed	Proteasome subunit beta	Psmb8	Mus musculus (Mouse)	276
Q8BZG8	1	Q8BZG8_MOUSE	unreviewed	PDZ domain-containing protein	Sntg2	Mus musculus (Mouse)	539
J3QN31	1	J3QN31_MOUSE	unreviewed	"Adenylosuccinate synthetase isozyme 1 (AMPSase 1) (AdSS 1) (EC 6.3.4.4) (Adenylosuccinate synthetase, basic isozyme) (Adenylosuccinate synthetase, muscle isozyme) (M-type adenylosuccinate synthetase) (IMP--aspartate ligase 1)"	Adssl1 ADSS1 ADSSL1	Mus musculus (Mouse)	480
Q3UJ44	1	Q3UJ44_MOUSE	unreviewed	Macrophage-capping protein (Actin regulatory protein CAP-G)	Capg	Mus musculus (Mouse)	349
Q3UTI4	1	Q3UTI4_MOUSE	unreviewed	Guanylate cyclase (EC 4.6.1.2) (Fragment)	Gucy1b1 Gucy1b3	Mus musculus (Mouse)	606
A0A0R4J036	1	A0A0R4J036_MOUSE	unreviewed	Neurofilament medium polypeptide (160 kDa neurofilament protein) (Neurofilament 3) (Neurofilament triplet M protein)	Nefm	Mus musculus (Mouse)	848
E9Q9D1	1	E9Q9D1_MOUSE	unreviewed	Actin-binding LIM protein 1	Ablim1	Mus musculus (Mouse)	426
D6REF3	1	D6REF3_MOUSE	unreviewed	14-3-3 protein epsilon	Ywhae	Mus musculus (Mouse)	130
Q3U597	1	Q3U597_MOUSE	unreviewed	O-phosphoseryl-tRNA(Sec) selenium transferase (EC 2.9.1.2) (Selenocysteine synthase) (Selenocysteinyl-tRNA(Sec) synthase) (Sep-tRNA:Sec-tRNA synthase)	Sepsecs D5Ertd135e	Mus musculus (Mouse)	363
H8ZX62	1	H8ZX62_MOUSE	unreviewed	Sex-determining region Y protein (Testis-determining factor) (Fragment)	Sry	Mus musculus (Mouse)	315
Q6S393	1	Q6S393_MOUSE	unreviewed	Plectin 2	Plec Plec1	Mus musculus (Mouse)	4534
Q99JG5	1	Q99JG5_MOUSE	unreviewed	Nuclear export factor-a isoform 2 (Fragment)	Nxf7 nxf-a2	Mus musculus (Mouse)	509
F8VQN6	1	F8VQN6_MOUSE	unreviewed	Rho guanine nucleotide exchange factor 12	Arhgef12	Mus musculus (Mouse)	1544
G3UZ04	1	G3UZ04_MOUSE	unreviewed	Myotubularin-related protein 12 (Inactive phosphatidylinositol 3-phosphatase 12)	Mtmr12	Mus musculus (Mouse)	526
A0A0A0MQA6	1	A0A0A0MQA6_MOUSE	unreviewed	Microtubule-actin cross-linking factor 1	Macf1	Mus musculus (Mouse)	5328
A0A1L1SS10	1	A0A1L1SS10_MOUSE	unreviewed	Kelch-like ECH-associated protein 1	Keap1	Mus musculus (Mouse)	620
G3UZR1	1	G3UZR1_MOUSE	unreviewed	Tubulin beta-5 chain (Fragment)	Tubb5	Mus musculus (Mouse)	66
E9Q9J4	1	E9Q9J4_MOUSE	unreviewed	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase (EC 2.7.4.21) (EC 2.7.4.24)	Ppip5k2	Mus musculus (Mouse)	1242
Q3U606	1	Q3U606_MOUSE	unreviewed	RNA helicase (EC 3.6.4.13)	Dhx58 D11Lgp2e	Mus musculus (Mouse)	672
E9QNP1	1	E9QNP1_MOUSE	unreviewed	Microtubule-actin cross-linking factor 1	Macf1	Mus musculus (Mouse)	5478
B7ZWE9	1	B7ZWE9_MOUSE	unreviewed	Fam92b protein (Fragment)	Cibar2 Fam92b	Mus musculus (Mouse)	232
B7ZNY0	1	B7ZNY0_MOUSE	unreviewed	Pde4dip protein	Pde4dip	Mus musculus (Mouse)	2412
Q3V274	1	Q3V274_MOUSE	unreviewed	HABP4_PAI-RBP1 domain-containing protein	Serbp1	Mus musculus (Mouse)	386
Q3V3E0	1	Q3V3E0_MOUSE	unreviewed	Mothers against decapentaplegic homolog (MAD homolog) (Mothers against DPP homolog) (SMAD family member) (Fragment)	Smad3	Mus musculus (Mouse)	371
Q3V042	1	Q3V042_MOUSE	unreviewed	Uncharacterized protein	Mlf1	Mus musculus (Mouse)	267
Q8C7N5	1	Q8C7N5_MOUSE	unreviewed	ASD2 domain-containing protein	Shroom2 Apxl	Mus musculus (Mouse)	127
E9PVR5	1	E9PVR5_MOUSE	unreviewed	RWD domain-containing protein 3 (Fragment)	Rwdd3	Mus musculus (Mouse)	140
D3Z474	1	D3Z474_MOUSE	unreviewed	Afadin- and alpha-actinin-binding protein (Fragment)	Ssx2ip	Mus musculus (Mouse)	134
F6ZAT3	1	F6ZAT3_MOUSE	unreviewed	Gamma-tubulin complex component (Fragment)	Tubgcp6	Mus musculus (Mouse)	293
A1X3U7	1	A1X3U7_MOUSE	unreviewed	Dynein regulatory complex subunit 4 (Growth arrest-specific protein 8)	Gas8 Gas11	Mus musculus (Mouse)	318
E9QKZ2	1	E9QKZ2_MOUSE	unreviewed	Importin-9	Ipo9	Mus musculus (Mouse)	1040
B9EJ96	1	B9EJ96_MOUSE	unreviewed	Rho GTPase-activating protein 26 (Rho-type GTPase-activating protein 26)	Arhgap26	Mus musculus (Mouse)	722
A0A1Y7VM56	1	A0A1Y7VM56_MOUSE	unreviewed	"NAD-dependent protein deacylase sirtuin-5, mitochondrial (EC 2.3.1.-) (Regulatory protein SIR2 homolog 5) (SIR2-like protein 5)"	Sirt5 SIRT5	Mus musculus (Mouse)	350
